APM,PrecisionRelativa,IndiceCobertura,IndicePostDano,IET,DistanciaPromedio,VarianzaDistancia,Clase
78.00,0.9231,0.0105,0.0000,31.0325,1.4870,0.2117,1
120.00,0.4000,0.0000,0.0000,33.8787,2.5421,1.1571,2
54.00,0.1111,0.6874,0.0000,1.3314,11.6770,11.1626,3
30.00,0.2000,0.7043,0.0000,0.7727,10.4793,9.9603,0
84.00,0.7857,0.0108,0.0000,30.6678,1.7096,0.1967,1
96.00,0.4375,0.1265,0.5000,11.9926,5.9921,14.8214,2
84.00,0.1429,0.7171,1.0000,1.8055,12.1634,10.9540,3
36.00,0.1667,0.6838,1.0000,0.9010,11.6334,9.4817,0
102.00,0.9412,0.0000,0.0000,36.2159,1.8164,0.1554,1
144.00,0.7083,0.0000,0.0000,33.0338,3.3592,1.4930,2
54.00,0.4444,0.3475,1.0000,2.5010,13.0886,15.0700,3
30.00,0.2000,0.6481,1.0000,0.8086,12.0570,16.1398,0
60.00,0.1000,0.7072,0.0000,1.2061,13.5642,15.7856,3
102.00,0.2941,0.0000,0.0000,20.5801,3.9563,6.6787,2
66.00,0.0909,0.7226,0.0000,1.5643,10.7055,6.6733,3
36.00,0.3333,0.6725,0.0000,0.8110,13.5368,19.9160,0
42.00,0.1429,0.6857,1.0000,0.8901,13.8300,16.0466,0
120.00,0.3000,0.0107,0.0000,31.9219,2.7188,1.7521,2
108.00,0.5556,0.0000,0.0000,19.2894,4.5989,8.0882,2
36.00,0.1667,0.6727,1.0000,0.8368,13.0803,18.6179,0
90.00,0.9333,0.0296,0.0000,41.4935,1.1047,0.0009,1
102.00,0.5882,0.0000,0.0000,27.4380,2.7175,1.8226,2
84.00,0.2857,0.1963,1.0000,7.3238,8.2179,21.8164,3
36.00,0.1667,0.7384,0.0000,0.7104,12.2591,8.3828,0
108.00,0.8889,0.0000,0.0000,46.7688,1.3092,0.1081,1
120.00,0.4500,0.0000,0.0000,19.7994,5.0608,9.9652,2
60.00,0.2000,0.6776,1.0000,1.6435,10.7716,7.8934,3
30.00,0.2000,0.7073,0.0000,0.6295,12.9491,14.9430,0
96.00,1.0000,0.0000,0.0000,34.4945,1.7831,0.1235,1
114.00,0.4211,0.0000,0.0000,20.8859,4.4582,5.6310,2
48.00,0.1250,0.6421,0.0000,1.4196,11.1003,9.6202,3
30.00,0.2000,0.7184,0.0000,0.5774,13.6293,22.3717,0
102.00,0.7059,0.0112,0.0000,36.0224,1.7998,0.1757,1
72.00,0.4167,0.0000,0.0000,12.9904,4.5426,3.6054,2
120.00,0.5000,0.0000,0.0000,24.8519,3.8286,3.1273,2
36.00,0.0000,0.7316,1.0000,0.6998,12.8103,9.5885,0
96.00,0.6875,0.0111,0.0000,35.0718,1.7069,0.1811,1
120.00,0.3000,0.0330,0.5000,13.3243,7.7090,38.6722,2
90.00,0.1333,0.6742,0.0000,2.3855,11.2927,9.8187,3
30.00,0.2000,0.7352,0.0000,0.5958,12.3340,12.2028,0
84.00,1.0000,0.0171,0.0000,31.7951,1.5967,0.1321,1
138.00,0.3043,0.0000,0.0000,31.8123,3.3379,2.6856,2
54.00,0.5556,0.2655,1.0000,3.9941,8.9305,23.7050,3
96.00,0.9375,0.0000,0.0000,34.6009,1.7745,0.1761,1
36.00,0.1667,0.6255,1.0000,1.1721,10.5030,11.5213,0
138.00,0.4348,0.0000,0.0000,26.2257,4.2620,3.5024,2
42.00,0.2857,0.6441,1.0000,1.2271,11.1824,12.9403,3
30.00,0.0000,0.7391,0.0000,0.6977,10.2167,11.2009,0
108.00,0.7778,0.0192,0.0000,40.8471,1.5933,0.2097,1
138.00,0.4348,0.0000,0.0000,28.5133,3.8398,5.5106,2
54.00,0.2222,0.6222,0.0000,1.6439,11.4103,17.6775,3
30.00,0.2000,0.5634,1.0000,0.8650,14.1422,14.0729,0
120.00,0.8500,0.0111,0.0000,41.8378,1.8363,0.1520,1
132.00,0.3636,0.0000,0.0000,20.5854,5.4123,12.9262,2
60.00,0.1000,0.6776,1.0000,1.3634,13.1894,10.9074,3
30.00,0.0000,0.6784,0.0000,0.7887,11.2339,9.7686,0
108.00,0.8889,0.0000,0.0000,38.3471,1.8164,0.1507,1
150.00,0.4800,0.0000,0.0000,20.9827,6.1487,15.8626,2
54.00,0.0000,0.6391,0.0000,1.7222,10.3144,7.8990,3
30.00,0.0000,0.6996,0.0000,0.5937,14.1805,15.6873,0
90.00,0.9333,0.0000,0.0000,30.9587,1.9071,0.1209,1
54.00,0.0000,0.7213,1.0000,1.2076,11.4649,7.1502,3
66.00,0.1818,0.6694,0.0000,1.4144,14.4271,18.0507,3
36.00,0.1667,0.6048,0.0000,1.0735,12.2534,17.5503,0
66.00,0.8182,0.0109,0.0000,24.6222,1.6514,0.1835,1
90.00,0.4000,0.0000,0.0000,17.5402,4.1311,5.5009,2
48.00,0.6250,0.2000,0.0000,4.4908,7.5513,11.5801,3
42.00,0.2857,0.5714,1.0000,1.4330,11.5628,7.8036,0
102.00,0.1176,0.0115,0.0000,11.6346,7.6661,12.0844,2
72.00,0.5000,0.0000,0.0000,10.6989,5.7297,9.6201,2
54.00,0.2222,0.5523,0.0000,2.2620,9.6874,13.9811,3
36.00,0.1667,0.7053,0.0000,0.7835,12.5412,9.7492,0
30.00,0.0000,0.6836,0.0000,0.7970,10.9113,8.9153,0
168.00,0.2857,0.0115,0.0000,15.3374,9.8279,44.7149,2
42.00,0.2857,0.6199,0.0000,1.1991,12.3129,15.1832,3
30.00,0.2000,0.7055,0.0000,0.7927,10.1465,9.3659,0
114.00,0.8421,0.0000,0.0000,44.2557,1.5759,0.2061,1
78.00,0.3846,0.0000,0.0000,18.4364,3.2308,2.5969,2
54.00,0.1111,0.7341,0.0000,1.1773,11.1979,6.0716,3
42.00,0.1429,0.7252,1.0000,1.1582,8.9655,7.9634,0
90.00,0.6667,0.0619,1.0000,7.5985,10.1116,10.2976,3
108.00,0.1667,0.0329,0.0000,14.3638,6.2715,11.3272,2
78.00,0.4615,0.2385,0.5000,5.5622,9.6787,9.0793,3
36.00,0.1667,0.6203,0.0000,0.9919,12.7790,32.9237,0
114.00,0.7368,0.0104,0.0000,40.2771,1.8009,0.1385,1
144.00,0.5000,0.0000,0.0000,34.3660,3.1902,1.2784,2
96.00,0.1875,0.6766,1.0000,2.7053,10.4767,9.8508,3
36.00,0.1667,0.6774,1.0000,0.8452,12.7428,10.7348,0
54.00,1.0000,0.0114,0.0000,18.8937,1.8256,0.1173,1
138.00,0.4783,0.0000,0.0000,33.9640,3.0631,2.3830,2
102.00,0.8824,0.0000,0.0000,36.5040,1.7942,0.1277,1
36.00,0.1667,0.6963,0.0000,0.8182,12.3611,13.4026,0
114.00,0.7895,0.0191,0.0000,40.2918,1.7754,0.1191,1
72.00,0.5000,0.0000,0.0000,7.3306,8.8218,36.7398,2
78.00,0.1538,0.5635,0.0000,2.4973,12.6334,21.7189,3
36.00,0.1667,0.7305,0.0000,0.7923,11.2445,11.5665,0
96.00,1.0000,0.0109,0.0000,36.4555,1.6046,0.1304,1
36.00,0.1667,0.5631,1.0000,1.3383,10.7519,9.6990,0
102.00,0.9412,0.0000,0.0000,38.6402,1.6397,0.1936,1
36.00,0.0000,0.6880,1.0000,0.7454,14.0697,15.1629,0
78.00,1.0000,0.0000,0.0000,30.3642,1.5688,0.1134,1
120.00,0.5500,0.0000,0.0000,32.1035,2.7379,3.7379,2
72.00,0.2500,0.6901,0.0000,1.5599,13.3047,11.8899,3
36.00,0.1667,0.6763,0.0000,1.1500,9.1338,9.6207,0
72.00,0.9167,0.0105,0.0000,28.8772,1.4673,0.1920,1
138.00,0.3478,0.0000,0.0000,20.8118,5.6309,10.6863,2
60.00,0.3000,0.6320,0.0000,1.9924,10.0817,16.2767,3
30.00,0.2000,0.6929,1.0000,0.8572,9.7490,7.1267,0
72.00,0.1667,0.0000,0.0000,9.2873,6.7525,16.8122,2
114.00,0.4211,0.0000,0.0000,18.3710,5.2054,4.6680,2
54.00,0.2222,0.5729,0.0000,2.1426,9.7652,12.5410,3
36.00,0.1667,0.6570,1.0000,1.0829,10.4012,15.3468,0
108.00,0.7222,0.0111,0.0000,38.9476,1.7420,0.1402,1
108.00,0.2778,0.0589,1.0000,8.1131,11.5279,26.8443,2
66.00,0.6364,0.1087,1.0000,5.9070,8.9582,14.4309,3
36.00,0.1667,0.6739,0.0000,0.8504,12.8064,14.3606,0
66.00,0.8182,0.0111,0.0000,24.2008,1.6968,0.2229,1
114.00,0.4737,0.0000,0.0000,16.0596,6.0986,17.8415,2
30.00,0.0000,0.7360,0.0000,0.5621,13.0883,8.6813,0
36.00,0.1667,0.7116,0.0000,0.9259,10.2127,9.7339,0
102.00,0.7647,0.0197,0.0000,39.1139,1.5565,0.1949,1
150.00,0.5200,0.0000,0.0000,35.5968,3.2139,3.2291,2
54.00,0.5556,0.4100,1.0000,2.5765,11.3658,12.1772,3
24.00,0.0000,0.7345,0.0000,0.5037,11.6502,8.9618,0
84.00,1.0000,0.0000,0.0000,31.6414,1.6547,0.2280,1
72.00,0.0833,0.6851,0.0000,1.9732,10.4899,7.4576,3
84.00,0.2143,0.7276,0.0000,1.8836,11.1477,9.6092,3
30.00,0.2000,0.6963,0.0000,0.7442,11.2441,13.2530,0
120.00,0.9000,0.0000,0.0000,44.4406,1.7002,0.1833,1
108.00,0.3333,0.0000,0.0000,23.8987,3.5191,1.3858,2
72.00,0.5000,0.2016,0.5000,5.4845,9.4813,24.2025,3
30.00,0.2000,0.7048,1.0000,0.7293,11.1419,8.2368,0
102.00,0.9412,0.0000,0.0000,36.5961,1.7872,0.2390,1
72.00,0.1667,0.0000,0.0000,13.4414,4.3566,2.8573,2
60.00,0.4000,0.3373,0.0000,3.8452,9.3403,6.5644,3
36.00,0.1667,0.5869,0.0000,1.3244,10.2295,15.5298,0
90.00,0.6667,0.0115,0.0000,33.6078,1.6472,0.1746,1
54.00,0.8889,0.1828,1.0000,4.1633,9.5996,13.4052,3
66.00,0.2727,0.6039,1.0000,2.5083,9.4231,17.9352,3
36.00,0.0000,0.6971,1.0000,0.8632,11.6331,12.3525,0
120.00,0.3000,0.0118,0.0000,18.3891,5.4489,11.4305,2
78.00,0.2308,0.0000,0.0000,10.4723,6.4482,10.3672,2
78.00,0.2308,0.6610,0.0000,2.2675,10.6597,8.5591,3
30.00,0.2000,0.7034,0.0000,0.7516,10.8403,7.9352,0
96.00,0.8750,0.0111,0.0000,34.5453,1.7481,0.1857,1
96.00,0.5625,0.0000,0.0000,34.6471,1.7708,0.1742,1
30.00,0.2000,0.7525,0.0000,0.6158,11.0562,10.3152,0
42.00,0.1429,0.6757,1.0000,0.8543,14.9455,17.9896,3
90.00,0.8000,0.0111,0.0000,36.9474,1.4088,0.1502,1
66.00,0.1818,0.6957,1.0000,1.5099,12.3033,11.0406,3
60.00,0.2000,0.7025,1.0000,1.5900,10.2269,8.2787,3
30.00,0.0000,0.6390,0.0000,0.9146,10.8410,7.1515,0
108.00,0.9444,0.0222,0.0000,37.3847,1.8247,0.0940,1
114.00,0.2632,0.0000,0.0000,15.7312,6.2468,6.9870,2
144.00,0.4167,0.0000,0.0000,24.3805,4.9064,4.0985,2
90.00,0.8000,0.0000,0.0000,31.4362,1.8629,0.0717,1
108.00,0.7778,0.0000,0.0000,39.8278,1.7117,0.1272,1
120.00,0.4500,0.0000,0.0000,21.5842,4.5596,4.8496,2
114.00,0.4211,0.0000,0.0000,18.7915,5.0666,8.5869,2
42.00,0.2857,0.6670,1.0000,1.0953,11.7696,15.0714,0
96.00,0.6875,0.0000,0.0000,34.5083,1.7819,0.1571,1
150.00,0.3600,0.0000,0.0000,22.8124,5.5754,12.7478,2
54.00,0.2222,0.6437,0.0000,1.4552,12.2207,20.4033,3
60.00,0.7000,0.1273,1.0000,5.0579,9.3525,12.0231,3
66.00,1.0000,0.0000,0.0000,25.0298,1.6369,0.2204,1
114.00,0.4737,0.0000,0.0000,16.7245,5.8164,8.9910,2
42.00,0.1429,0.3586,1.0000,1.9917,12.5247,13.2110,3
30.00,0.2000,0.7156,1.0000,0.5747,13.8438,15.9490,0
114.00,0.7368,0.0000,0.0000,41.0403,1.7778,0.1719,1
126.00,0.4286,0.0250,0.0000,17.9224,5.8544,13.5835,2
60.00,0.8000,0.0346,0.0000,6.1046,8.4885,14.0487,3
30.00,0.2000,0.5669,0.0000,1.1439,10.3568,19.8793,0
96.00,1.0000,0.0000,0.0000,34.6717,1.7688,0.1496,1
168.00,0.4286,0.0000,0.0000,29.5987,4.6759,4.4015,2
96.00,0.1250,0.6981,0.0000,2.4553,10.8045,7.3322,3
30.00,0.4000,0.5360,1.0000,1.1275,11.3453,21.0807,0
102.00,0.8235,0.0104,0.0000,35.5713,1.8377,0.1652,1
108.00,0.5000,0.0000,0.0000,27.4691,2.9317,2.4686,2
36.00,0.1667,0.6081,0.0000,1.0668,12.2243,22.9844,3
30.00,0.0000,0.7043,0.0000,0.8701,9.1966,5.8250,0
84.00,1.0000,0.0110,0.0000,29.5329,1.8131,0.1776,1
144.00,0.3750,0.0000,0.0000,27.1907,4.2959,3.3449,2
60.00,0.2000,0.5321,1.0000,2.6329,9.6635,20.0276,3
36.00,0.1667,0.6960,1.0000,0.8688,11.5956,14.1592,0
72.00,0.8333,0.0189,0.0000,24.9553,1.8305,0.1344,1
120.00,0.2500,0.0000,0.0000,17.7440,5.7629,13.4364,2
54.00,0.7778,0.1223,0.0000,5.6111,7.4471,14.4611,3
96.00,0.7500,0.0000,0.0000,34.2488,1.8030,0.0889,1
132.00,0.8636,0.0000,0.0000,47.4307,1.7830,0.1170,1
84.00,0.5714,0.0000,0.0000,24.6705,2.4049,2.6687,2
54.00,0.1111,0.7082,1.0000,1.3588,10.5980,10.0218,3
30.00,0.0000,0.6671,1.0000,0.9807,9.1839,16.7697,0
84.00,0.8571,0.0000,0.0000,31.4555,1.6704,0.1269,1
138.00,0.4348,0.0000,0.0000,28.7772,3.7955,5.7677,2
54.00,0.2222,0.6833,0.0000,1.3247,11.9087,22.0297,3
36.00,0.1667,0.6690,0.0000,0.9110,12.0817,17.5108,0
96.00,0.7500,0.0109,0.0000,35.0699,1.7077,0.1716,1
108.00,0.2222,0.0000,0.0000,8.5316,11.6589,17.8599,2
72.00,0.0833,0.7389,0.0000,1.8130,9.3700,5.4929,3
30.00,0.4000,0.6128,0.0000,0.9288,11.5073,24.6441,0
120.00,0.7500,0.0000,0.0000,44.0739,1.7227,0.2133,1
102.00,0.8824,0.0000,0.0000,26.2019,2.8929,2.6003,2
66.00,0.0909,0.6893,1.0000,1.5881,11.9123,9.9875,3
30.00,0.2000,0.6989,0.0000,0.8543,9.5734,5.1287,0
102.00,0.9412,0.0102,0.0000,36.3581,1.7770,0.1819,1
120.00,0.5000,0.0000,0.0000,21.9324,4.4714,5.4340,2
72.00,0.6667,0.1507,1.0000,6.2464,8.7895,11.0054,3
36.00,0.1667,0.5698,0.0000,1.2423,11.4661,19.6293,0
66.00,0.9091,0.0000,0.0000,23.9671,1.7538,0.1019,1
120.00,0.4000,0.0000,0.0000,17.2236,5.9672,8.2607,2
60.00,0.3000,0.5700,0.0000,2.3073,10.1825,18.5103,3
30.00,0.2000,0.6750,1.0000,0.6841,13.2535,11.8881,0
72.00,0.1667,0.0191,0.0000,8.0435,7.7804,11.2281,2
102.00,0.5294,0.0000,0.0000,25.3544,3.0230,3.8875,2
72.00,0.9167,0.0000,0.0000,26.2844,1.7393,0.1927,1
102.00,0.7647,0.0000,0.0000,27.4689,2.7133,2.3394,2
96.00,0.8750,0.0000,0.0000,34.5195,1.7810,0.1241,1
72.00,0.4167,0.0000,0.0000,10.6101,5.7860,12.0098,2
66.00,0.6364,0.2396,1.0000,5.7244,7.7676,14.1318,3
30.00,0.2000,0.6711,0.0000,0.7931,11.4423,10.5581,0
126.00,0.2381,0.0118,0.0000,13.7283,8.0695,21.9469,2
162.00,0.4444,0.0000,0.0000,20.9693,6.7256,10.8218,2
42.00,0.1429,0.6520,0.0000,1.0445,12.9956,15.0028,3
24.00,0.2500,0.6981,0.0000,0.5186,12.9696,10.4313,0
90.00,0.8667,0.0203,0.0000,34.3434,1.5675,0.1626,1
132.00,0.5909,0.0000,0.0000,23.9127,4.5201,9.7452,2
48.00,0.1250,0.6913,0.0000,1.3465,10.0033,6.5186,3
30.00,0.2000,0.6882,0.0000,0.6680,13.0023,17.5013,0
96.00,1.0000,0.0106,0.0000,40.0320,1.3727,0.2135,1
102.00,0.5294,0.1481,0.0000,14.0635,5.1788,7.8252,2
60.00,0.4000,0.5410,0.0000,2.5839,9.6577,14.0426,3
36.00,0.1667,0.6728,0.0000,0.8894,12.2461,16.7277,0
90.00,0.6000,0.0115,0.0000,32.7371,1.7176,0.0792,1
156.00,0.3077,0.0000,0.0000,33.3277,3.6808,5.1289,2
42.00,0.1429,0.6383,0.0000,1.3822,9.9901,12.5223,3
30.00,0.0000,0.6412,1.0000,0.8160,12.1923,8.4344,0
108.00,0.9444,0.0120,0.0000,38.8629,1.7457,0.1996,1
132.00,0.3636,0.0791,0.5000,18.3441,5.6262,7.8157,2
54.00,0.6667,0.0638,0.5000,3.7503,12.4795,16.9967,3
30.00,0.2000,0.5517,0.0000,0.9666,12.9127,25.1174,0
90.00,0.8000,0.0116,0.0000,33.5742,1.6496,0.2231,1
132.00,0.6818,0.0949,0.5000,17.2854,5.9119,20.8880,2
60.00,0.3000,0.5983,0.0000,2.0522,10.7451,19.7673,3
36.00,0.1667,0.6725,1.0000,1.1148,9.5745,5.8142,0
102.00,0.8235,0.0205,0.0000,36.7437,1.7191,0.1980,1
108.00,0.3889,0.0000,0.0000,15.8246,5.8248,9.3323,2
60.00,0.1000,0.7139,0.0000,1.4803,10.5974,6.8291,3
150.00,0.4000,0.0000,0.0000,27.9651,4.3638,10.4724,2
48.00,0.2500,0.6128,0.0000,1.2996,13.3009,27.6509,3
72.00,0.4167,0.0110,0.0000,19.1710,2.7143,3.8679,2
66.00,0.2727,0.6519,1.0000,1.7057,12.4697,17.0664,3
36.00,0.1667,0.6439,1.0000,0.9386,12.6570,31.2498,0
132.00,0.8182,0.0000,0.0000,47.9447,1.7532,0.1177,1
132.00,0.4091,0.0000,0.0000,17.5203,6.5341,8.9394,2
42.00,0.1429,0.6720,0.0000,1.1186,11.3142,9.3507,3
36.00,0.1667,0.5847,0.0000,1.2990,10.5101,17.5803,0
36.00,0.1667,0.6782,0.0000,1.1316,9.2358,4.7788,0
102.00,0.5882,0.0114,0.0000,25.5983,2.9394,1.3626,2
48.00,0.1250,0.7012,1.0000,1.1763,11.1927,9.8656,3
36.00,0.0000,0.6464,1.0000,1.2896,8.8713,5.8185,0
72.00,0.9167,0.0000,0.0000,31.7599,1.2670,0.1531,1
78.00,1.0000,0.0000,0.0000,30.2111,1.5818,0.1717,1
66.00,0.1818,0.6769,0.0000,1.4995,13.2222,11.6385,3
42.00,0.1429,0.7041,0.0000,1.0658,10.6612,11.6948,0
90.00,0.7333,0.0206,0.0000,33.8882,1.6012,0.1503,1
78.00,0.6154,0.0000,0.0000,14.3582,4.4324,6.2777,2
84.00,0.1429,0.6846,1.0000,2.1162,11.5176,8.2541,3
36.00,0.1667,0.5967,0.0000,0.9288,14.6332,17.9975,0
30.00,0.2000,0.6381,0.0000,0.7327,13.8175,20.0219,0
108.00,0.5556,0.0000,0.0000,23.8196,3.5341,2.7741,2
48.00,0.2500,0.6344,0.0000,1.6072,9.9185,13.9438,3
126.00,0.4762,0.0000,0.0000,20.4270,5.1683,14.4172,2
90.00,0.8667,0.0000,0.0000,35.1596,1.5598,0.1806,1
144.00,0.6250,0.0000,0.0000,33.7741,3.2636,3.3551,2
114.00,0.4211,0.0000,0.0000,18.0867,5.3030,12.4511,2
30.00,0.0000,0.6747,0.0000,0.6560,13.8748,13.5697,0
120.00,0.8500,0.0113,0.0000,46.3422,1.5601,0.1879,1
102.00,0.2941,0.0000,0.0000,20.0715,4.0818,8.7010,2
60.00,0.2000,0.6634,0.0000,1.4579,12.8513,14.3304,3
30.00,0.2000,0.5522,1.0000,1.1189,11.0053,7.9865,0
102.00,0.8824,0.0124,0.0000,39.3095,1.5627,0.1510,1
90.00,0.3333,0.0000,0.0000,16.9924,4.2965,7.7263,2
30.00,0.2000,0.7118,0.0000,0.6865,11.5955,7.1155,3
30.00,0.2000,0.7026,0.0000,0.7655,10.6541,8.1263,0
90.00,1.0000,0.0122,0.0000,32.1621,1.7641,0.2000,1
78.00,0.5385,0.0000,0.0000,19.1028,3.0832,3.3322,2
54.00,0.1111,0.6428,0.0000,1.4516,12.2883,10.6808,3
36.00,0.1667,0.6960,0.0000,0.7968,12.7347,9.6265,0
30.00,0.2000,0.6719,1.0000,0.6885,13.2965,15.7413,3
114.00,0.4211,0.0225,0.0000,28.0955,2.9664,3.6838,2
60.00,0.5000,0.0814,1.0000,5.1343,9.7342,13.4503,3
36.00,0.3333,0.5555,1.0000,1.3095,11.2205,21.7125,0
90.00,0.8000,0.0110,0.0000,36.2116,1.4579,0.2134,1
108.00,0.3333,0.0000,0.0000,18.5991,4.8067,6.1702,2
54.00,0.0000,0.7013,0.0000,1.3224,11.1961,10.5701,3
36.00,0.1667,0.7135,0.0000,0.7718,12.3650,17.3340,0
90.00,0.7333,0.0000,0.0000,31.4006,1.8662,0.1592,1
138.00,0.4783,0.0000,0.0000,21.7840,5.3349,20.5445,2
66.00,0.1818,0.5668,0.0000,2.6801,9.6676,10.3225,3
30.00,0.2000,0.7006,1.0000,0.8902,9.0881,4.1515,0
66.00,0.7273,0.0111,0.0000,24.0755,1.7108,0.2093,1
150.00,0.3200,0.0000,0.0000,41.2978,2.6322,2.9084,2
54.00,0.0000,0.7495,0.0000,0.8518,14.8818,19.1815,3
30.00,0.2000,0.6854,0.0000,0.9263,9.1894,7.8230,0
90.00,0.9333,0.0104,0.0000,32.5726,1.7344,0.0641,1
144.00,0.2083,0.0000,0.0000,24.4503,4.8895,6.4690,2
84.00,0.8571,0.0000,0.0000,31.0218,1.7078,0.2142,1
30.00,0.2000,0.6733,1.0000,0.6869,13.2691,19.0210,0
78.00,0.7692,0.0210,0.0000,28.7556,1.6555,0.1861,1
90.00,0.4000,0.0000,0.0000,16.7203,4.3827,7.0603,2
54.00,0.2222,0.6210,1.0000,1.9056,9.7404,13.9065,3
36.00,0.1667,0.6998,0.0000,0.7294,13.8147,19.9815,0
102.00,0.8235,0.0109,0.0000,39.3438,1.5642,0.1516,1
114.00,0.5263,0.0000,0.0000,23.9793,3.7541,6.4540,2
36.00,0.8333,0.2441,0.5000,2.5338,9.7402,8.9710,3
30.00,0.0000,0.5664,0.0000,0.9157,13.2065,29.1798,0
90.00,0.8000,0.0000,0.0000,32.7201,1.7506,0.1722,1
144.00,0.3333,0.0000,0.0000,37.4840,2.8416,2.0352,2
60.00,0.2000,0.6782,1.0000,1.5685,11.3115,10.5735,3
36.00,0.0000,0.6643,1.0000,0.9575,11.6209,13.8432,0
138.00,0.9565,0.0000,0.0000,51.9963,1.6540,0.2120,1
126.00,0.4762,0.0000,0.0000,25.2980,3.9806,5.5824,2
54.00,0.2222,0.6019,0.0000,1.8167,10.8342,13.6132,3
30.00,0.2000,0.6354,0.0000,1.0263,9.6586,15.6893,0
78.00,0.6154,0.0103,0.0000,28.0769,1.7495,0.2011,1
90.00,0.4000,0.0000,0.0000,20.2923,3.4352,3.9651,2
48.00,0.2500,0.6883,1.0000,1.2496,10.9720,8.5507,3
30.00,0.2000,0.5846,1.0000,1.0721,10.6226,16.5321,0
108.00,1.0000,0.0109,0.0000,38.8625,1.7487,0.1196,1
120.00,0.5000,0.0000,0.0000,35.4172,2.3882,1.1212,2
54.00,0.1111,0.6259,0.0000,1.8443,9.9526,14.8888,3
48.00,0.7500,0.1261,0.0000,4.5249,8.2705,17.1609,3
84.00,0.2857,0.6104,1.0000,2.6807,11.2093,17.5119,3
72.00,0.3333,0.0000,0.0000,10.9082,5.6006,6.6836,2
36.00,0.1667,0.6547,1.0000,1.1659,9.6611,10.1262,3
24.00,0.0000,0.6742,0.0000,0.4888,14.9954,19.3957,0
90.00,0.8000,0.0113,0.0000,33.5944,1.6489,0.1704,1
120.00,0.5000,0.1170,0.0000,18.4767,4.7347,14.8252,2
48.00,0.1250,0.6817,0.0000,1.1072,12.7977,17.3903,3
72.00,0.1667,0.7033,1.0000,1.7195,11.4248,8.0330,3
90.00,0.8000,0.0218,0.0000,35.9586,1.4482,0.1353,1
102.00,0.9412,0.0000,0.0000,36.8777,1.7659,0.1483,1
48.00,0.1250,0.6824,0.0000,1.1700,12.0301,13.9471,3
30.00,0.4000,0.6084,0.0000,0.9659,11.1614,12.1236,0
96.00,0.6250,0.0201,0.0000,34.0584,1.7620,0.1662,1
168.00,0.2857,0.1810,1.0000,10.0072,12.7489,16.4691,2
54.00,0.2222,0.6577,1.0000,1.4040,12.1640,17.3911,3
30.00,0.2000,0.6787,1.0000,0.7713,11.4955,10.1904,0
102.00,1.0000,0.0106,0.0000,35.6429,1.8314,0.1933,1
132.00,0.5000,0.0000,0.0000,29.1953,3.5213,3.9214,2
72.00,0.1667,0.6780,0.0000,1.9121,11.1249,17.5995,3
114.00,0.8947,0.0000,0.0000,38.8386,1.9352,0.1201,1
114.00,0.8421,0.0000,0.0000,41.3618,1.7562,0.1737,1
120.00,0.2000,0.0000,0.0000,30.4358,2.9427,1.0276,2
54.00,0.1111,0.6836,1.0000,1.3334,11.8141,7.0919,3
36.00,0.1667,0.6769,1.0000,1.0423,10.1616,9.3212,0
72.00,0.9167,0.0105,0.0000,27.7525,1.5670,0.1846,1
72.00,0.5833,0.0000,0.0000,13.9958,4.1444,9.8121,2
84.00,0.3571,0.6290,1.0000,2.2411,12.9048,24.1543,3
36.00,0.1667,0.7085,0.0000,0.7315,13.3449,12.1169,0
114.00,0.7895,0.0188,0.0000,43.1236,1.5938,0.2083,1
84.00,0.2857,0.0000,0.0000,9.7093,7.6515,18.9838,2
66.00,0.0909,0.7027,0.0000,1.3732,13.2907,14.0488,3
30.00,0.2000,0.6926,0.0000,0.8986,9.2625,5.0906,0
36.00,0.1667,0.5346,1.0000,1.1531,13.5308,12.5684,0
72.00,0.0833,0.0000,0.0000,10.1769,6.0748,8.3523,2
48.00,0.0000,0.6764,0.0000,1.5903,8.7679,4.9365,3
36.00,0.1667,0.6985,0.0000,0.6934,14.6544,18.1870,0
102.00,0.8235,0.0109,0.0000,36.6642,1.7516,0.1427,1
156.00,0.4615,0.0000,0.0000,23.6686,5.5910,8.0809,2
72.00,0.6667,0.1491,1.0000,5.9053,9.3748,18.6311,3
36.00,0.0000,0.5985,1.0000,1.0126,13.2761,22.9284,0
96.00,0.9375,0.0000,0.0000,36.3384,1.6418,0.2541,1
126.00,0.4286,0.0566,0.5000,21.2471,4.5945,7.8194,2
60.00,0.1000,0.6625,0.0000,1.6170,11.5242,13.4352,3
36.00,0.1667,0.7215,0.0000,0.8049,11.4537,10.0141,0
114.00,0.7895,0.0107,0.0000,40.2914,1.7991,0.1703,1
144.00,0.5417,0.0583,0.0000,22.7423,4.9626,14.5941,2
30.00,0.2000,0.6212,0.0000,0.9118,11.4634,17.3946,0
36.00,0.1667,0.6786,1.0000,0.8658,12.3620,9.5170,0
78.00,0.9231,0.0112,0.0000,28.5985,1.6969,0.2182,1
150.00,0.4400,0.0000,0.0000,16.9242,7.8630,17.0161,2
66.00,0.1818,0.7269,1.0000,1.5795,10.4130,6.8519,3
30.00,0.4000,0.5786,1.0000,1.0152,11.4519,20.9419,0
78.00,0.8462,0.0100,0.0000,27.2069,1.8382,0.0987,1
102.00,0.4118,0.0586,0.5000,12.3234,6.7917,19.5352,2
66.00,0.1818,0.6469,0.0000,2.3784,8.7976,6.9862,3
